16:54:49.550431 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3424916485:3424916526, ack 1515649543, win 229, options [nop,nop,TS val 676419 ecr 803126], length 41
17:00:22.870816 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35826:35870, ack 17693, win 270, options [nop,nop,TS val 886415 ecr 759748], length 44
17:00:22.894985 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17693:17729, ack 35870, win 727, options [nop,nop,TS val 759755 ecr 886415], length 36
17:00:22.900148 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35870:35914, ack 17729, win 270, options [nop,nop,TS val 886422 ecr 759755], length 44
17:00:22.926373 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17729:17765, ack 35914, win 727, options [nop,nop,TS val 759763 ecr 886422], length 36
17:00:22.931513 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35914:35958, ack 17765, win 270, options [nop,nop,TS val 886430 ecr 759763], length 44
17:00:22.957727 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17765:17801, ack 35958, win 727, options [nop,nop,TS val 759771 ecr 886430], length 36
17:00:22.962668 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35958:36002, ack 17801, win 270, options [nop,nop,TS val 886438 ecr 759771], length 44
17:00:22.987446 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17801:17837, ack 36002, win 727, options [nop,nop,TS val 759778 ecr 886438], length 36
17:00:22.991408 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36002:36046, ack 17837, win 270, options [nop,nop,TS val 886445 ecr 759778], length 44
17:00:23.021228 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17837:17873, ack 36046, win 727, options [nop,nop,TS val 759787 ecr 886445], length 36
17:00:23.026471 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36046:36082, ack 17873, win 270, options [nop,nop,TS val 886454 ecr 759787], length 36
17:00:23.049527 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17873:17909, ack 36082, win 727, options [nop,nop,TS val 759794 ecr 886454], length 36
17:00:23.055087 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36082:36118, ack 17909, win 270, options [nop,nop,TS val 886461 ecr 759794], length 36
17:00:23.079475 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17909:17945, ack 36118, win 727, options [nop,nop,TS val 759801 ecr 886461], length 36
17:00:23.084923 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36118:36154, ack 17945, win 270, options [nop,nop,TS val 886468 ecr 759801], length 36
17:00:23.116120 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17945:17981, ack 36154, win 727, options [nop,nop,TS val 759811 ecr 886468], length 36
17:00:23.121364 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36154:36190, ack 17981, win 270, options [nop,nop,TS val 886477 ecr 759811], length 36
17:00:23.144413 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17981:18017, ack 36190, win 727, options [nop,nop,TS val 759818 ecr 886477], length 36
17:00:23.150184 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36190:36226, ack 18017, win 270, options [nop,nop,TS val 886484 ecr 759818], length 36
17:00:23.174279 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18017:18053, ack 36226, win 727, options [nop,nop,TS val 759825 ecr 886484], length 36
17:00:23.179673 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36226:36262, ack 18053, win 270, options [nop,nop,TS val 886492 ecr 759825], length 36
17:00:23.205154 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18053:18089, ack 36262, win 727, options [nop,nop,TS val 759833 ecr 886492], length 36
17:00:23.211024 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36262:36298, ack 18089, win 270, options [nop,nop,TS val 886500 ecr 759833], length 36
17:00:23.236604 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18089:18125, ack 36298, win 727, options [nop,nop,TS val 759841 ecr 886500], length 36
17:00:23.242473 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36298:36334, ack 18125, win 270, options [nop,nop,TS val 886507 ecr 759841], length 36
17:00:23.408471 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18125:18161, ack 36334, win 727, options [nop,nop,TS val 759884 ecr 886507], length 36
17:00:23.414618 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36334:36370, ack 18161, win 270, options [nop,nop,TS val 886550 ecr 759884], length 36
17:00:23.539462 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18161:18197, ack 36370, win 727, options [nop,nop,TS val 759916 ecr 886550], length 36
17:00:23.545874 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36370:36406, ack 18197, win 270, options [nop,nop,TS val 886583 ecr 759916], length 36
17:00:23.650220 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18197:18233, ack 36406, win 727, options [nop,nop,TS val 759944 ecr 886583], length 36
17:00:23.659822 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36406:36442, ack 18233, win 270, options [nop,nop,TS val 886612 ecr 759944], length 36
17:00:23.661645 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36442:36902, ack 18233, win 270, options [nop,nop,TS val 886612 ecr 759947], length 460
17:00:23.663290 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36902:36962, ack 18233, win 270, options [nop,nop,TS val 886613 ecr 759947], length 60
17:01:28.038918 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18233:18269, ack 36962, win 749, options [nop,nop,TS val 776041 ecr 886613], length 36
17:01:28.044165 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36962:36998, ack 18269, win 270, options [nop,nop,TS val 902700 ecr 776041], length 36
17:01:28.130568 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18269:18305, ack 36998, win 749, options [nop,nop,TS val 776064 ecr 902700], length 36
17:01:28.136453 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 36998:37034, ack 18305, win 270, options [nop,nop,TS val 902723 ecr 776064], length 36
17:01:28.298147 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18305:18341, ack 37034, win 749, options [nop,nop,TS val 776106 ecr 902723], length 36
17:01:28.306288 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37034:37494, ack 18341, win 270, options [nop,nop,TS val 902765 ecr 776106], length 460
17:01:28.308505 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37494:37554, ack 18341, win 270, options [nop,nop,TS val 902766 ecr 776108], length 60
17:01:30.863665 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18341:18377, ack 37554, win 772, options [nop,nop,TS val 776748 ecr 902766], length 36
17:01:30.869667 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37554:37590, ack 18377, win 270, options [nop,nop,TS val 903406 ecr 776748], length 36
17:01:30.907483 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18377:18413, ack 37590, win 772, options [nop,nop,TS val 776758 ecr 903406], length 36
17:01:30.912246 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37590:37626, ack 18413, win 270, options [nop,nop,TS val 903416 ecr 776758], length 36
17:01:30.995588 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18413:18449, ack 37626, win 772, options [nop,nop,TS val 776780 ecr 903416], length 36
17:01:31.001025 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37626:37662, ack 18449, win 270, options [nop,nop,TS val 903439 ecr 776780], length 36
17:01:31.160373 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18449:18485, ack 37662, win 772, options [nop,nop,TS val 776822 ecr 903439], length 36
17:01:31.164055 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37662:37698, ack 18485, win 270, options [nop,nop,TS val 903479 ecr 776822], length 36
17:01:31.204510 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18485:18521, ack 37698, win 772, options [nop,nop,TS val 776833 ecr 903479], length 36
17:01:31.209569 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37698:37734, ack 18521, win 270, options [nop,nop,TS val 903491 ecr 776833], length 36
17:01:31.369701 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18521:18557, ack 37734, win 772, options [nop,nop,TS val 776874 ecr 903491], length 36
17:01:31.375528 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37734:37770, ack 18557, win 270, options [nop,nop,TS val 903532 ecr 776874], length 36
17:01:31.435990 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18557:18593, ack 37770, win 772, options [nop,nop,TS val 776891 ecr 903532], length 36
17:01:31.441198 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37770:37806, ack 18593, win 270, options [nop,nop,TS val 903549 ecr 776891], length 36
17:01:31.499966 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18593:18629, ack 37806, win 772, options [nop,nop,TS val 776907 ecr 903549], length 36
17:01:31.506234 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37806:37842, ack 18629, win 270, options [nop,nop,TS val 903565 ecr 776907], length 36
17:01:31.904281 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18629:18665, ack 37842, win 772, options [nop,nop,TS val 777008 ecr 903565], length 36
17:01:31.908560 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37842:37878, ack 18665, win 270, options [nop,nop,TS val 903666 ecr 777008], length 36
17:01:32.012858 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18665:18701, ack 37878, win 772, options [nop,nop,TS val 777035 ecr 903666], length 36
17:01:32.017706 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37878:37914, ack 18701, win 270, options [nop,nop,TS val 903693 ecr 777035], length 36
17:01:32.240660 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18701:18737, ack 37914, win 772, options [nop,nop,TS val 777092 ecr 903693], length 36
17:01:32.244182 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37914:37950, ack 18737, win 270, options [nop,nop,TS val 903749 ecr 777092], length 36
17:01:32.400555 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18737:18773, ack 37950, win 772, options [nop,nop,TS val 777132 ecr 903749], length 36
17:01:32.405337 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37950:37986, ack 18773, win 270, options [nop,nop,TS val 903790 ecr 777132], length 36
17:01:32.540845 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18773:18809, ack 37986, win 772, options [nop,nop,TS val 777167 ecr 903790], length 36
17:01:32.547762 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 37986:38022, ack 18809, win 270, options [nop,nop,TS val 903825 ecr 777167], length 36
17:01:32.554504 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38022:38082, ack 18809, win 270, options [nop,nop,TS val 903827 ecr 777169], length 60
17:01:35.540120 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18809:18845, ack 38082, win 772, options [nop,nop,TS val 777917 ecr 903827], length 36
17:01:35.546107 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38082:38118, ack 18845, win 270, options [nop,nop,TS val 904574 ecr 777917], length 36
17:01:35.613733 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18845:18881, ack 38118, win 772, options [nop,nop,TS val 777935 ecr 904574], length 36
17:01:35.619571 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38118:38154, ack 18881, win 270, options [nop,nop,TS val 904593 ecr 777935], length 36
17:01:35.694198 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18881:18917, ack 38154, win 772, options [nop,nop,TS val 777955 ecr 904593], length 36
17:01:35.699853 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38154:38190, ack 18917, win 270, options [nop,nop,TS val 904613 ecr 777955], length 36
17:01:35.898711 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18917:18953, ack 38190, win 772, options [nop,nop,TS val 778006 ecr 904613], length 36
17:01:35.904772 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38190:38226, ack 18953, win 270, options [nop,nop,TS val 904664 ecr 778006], length 36
17:01:35.958783 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18953:18989, ack 38226, win 772, options [nop,nop,TS val 778021 ecr 904664], length 36
17:01:35.965100 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38226:38262, ack 18989, win 270, options [nop,nop,TS val 904679 ecr 778021], length 36
17:01:36.163095 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 18989:19025, ack 38262, win 772, options [nop,nop,TS val 778072 ecr 904679], length 36
17:01:36.168922 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38262:38298, ack 19025, win 270, options [nop,nop,TS val 904730 ecr 778072], length 36
17:01:36.182983 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19025:19061, ack 38298, win 772, options [nop,nop,TS val 778077 ecr 904730], length 36
17:01:36.188057 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38298:38334, ack 19061, win 270, options [nop,nop,TS val 904735 ecr 778077], length 36
17:01:36.321416 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19061:19097, ack 38334, win 772, options [nop,nop,TS val 778112 ecr 904735], length 36
17:01:36.327156 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38334:38370, ack 19097, win 270, options [nop,nop,TS val 904769 ecr 778112], length 36
17:01:36.422396 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19097:19133, ack 38370, win 772, options [nop,nop,TS val 778137 ecr 904769], length 36
17:01:36.426237 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38370:38406, ack 19133, win 270, options [nop,nop,TS val 904794 ecr 778137], length 36
17:01:36.526949 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19133:19169, ack 38406, win 772, options [nop,nop,TS val 778163 ecr 904794], length 36
17:01:36.532068 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38406:38442, ack 19169, win 270, options [nop,nop,TS val 904821 ecr 778163], length 36
17:01:36.780386 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19169:19205, ack 38442, win 772, options [nop,nop,TS val 778227 ecr 904821], length 36
17:01:36.786761 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38442:38478, ack 19205, win 270, options [nop,nop,TS val 904884 ecr 778227], length 36
17:01:36.968501 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19205:19241, ack 38478, win 772, options [nop,nop,TS val 778274 ecr 904884], length 36
17:01:36.974923 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38478:38514, ack 19241, win 270, options [nop,nop,TS val 904931 ecr 778274], length 36
17:01:37.172933 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19241:19277, ack 38514, win 772, options [nop,nop,TS val 778325 ecr 904931], length 36
17:01:37.178088 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38514:38550, ack 19277, win 270, options [nop,nop,TS val 904982 ecr 778325], length 36
17:01:37.278965 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 19277:19313, ack 38550, win 772, options [nop,nop,TS val 778351 ecr 904982], length 36
17:01:37.285155 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 38550:38586, ack 19313, win 270, options [nop,nop,TS val 905009 ecr 778351], length 36
